INSERT INTO public.user (user_id, username, user_password, user_type,first_name,last_name,contact_number) VALUES (1, '20240001', 'daltonstainburn', 'PATIENT', 'alfred','cruz', '09197765432');
INSERT INTO public.user (user_id, username, user_password, user_type,first_name,last_name,contact_number) VALUES (2, '20240002', 'juanacrenshaw', 'PATIENT', 'john','cruz', '09197765432');
INSERT INTO public.user (user_id, username, user_password, user_type,first_name,last_name,contact_number) VALUES (3, '20240003', 'hedvigeharbottle', 'PATIENT', 'anna','cruz', '09197765432');
INSERT INTO public.user (user_id, username, user_password, user_type,first_name,last_name,contact_number) VALUES (4, '20240004', 'donnellnicolson', 'PATIENT', 'kim','cruz', '09197765432');
INSERT INTO public.user (user_id, username, user_password, user_type,first_name,last_name,contact_number) VALUES (5, '20240005', 'ashleighryhorovich', 'PATIENT', 'keith','cruz', '09197765432');



INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (1, '20240001', 'daltonstainburn', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (217, '20240217', 'drucillhawk', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (218, '20240218', 'carolinelucian', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (219, '20240219', 'eustacefeathers', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (220, '20240220', 'olasendall', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (221, '20240221', 'dukyhallsworth', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (222, '20240222', 'perlkeatch', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (223, '20240223', 'trumanchaters', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (224, '20240224', 'nanicepoge', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (225, '20240225', 'olesheircliffe', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (226, '20240226', 'garretmarsy', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (227, '20240227', 'gabbeyrosenshine', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (228, '20240228', 'jechowombwell', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (229, '20240229', 'lorettalornatonsley', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (230, '20240230', 'welbieducroe', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (231, '20240231', 'carrollavrahamian', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (232, '20240232', 'amityde malchar', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (233, '20240233', 'cindrapietersma', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (234, '20240234', 'barbabraaldin', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (235, '20240235', 'artemisstaynes', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (236, '20240236', 'fredischoular', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (237, '20240237', 'vitiagudge', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (238, '20240238', 'staffordgravy', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (239, '20240239', 'sanchobyatt', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (240, '20240240', 'daffygwyther', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (241, '20240241', 'maddiesoonhouse', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (242, '20240242', 'alvinessel', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (243, '20240243', 'hilleryalsop', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (244, '20240244', 'rubejenkinson', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (245, '20240245', 'merrysheals', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (246, '20240246', 'mamedeave', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (247, '20240247', 'ellafrounks', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (248, '20240248', 'boycievenning', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (249, '20240249', 'kinpeiser', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (250, '20240250', 'antonshundell', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (251, '20240251', 'barbabrade la barre', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (252, '20240252', 'chariotmishow', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (253, '20240253', 'sidneydeeney', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (254, '20240254', 'cortystaves', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (255, '20240255', 'bernecopcote', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (256, '20240256', 'kendalcarvil', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (257, '20240257', 'lemmydrinkwater', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (258, '20240258', 'corrinedymond', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (259, '20240259', 'siggallagher', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (260, '20240260', 'gwenorapettegre', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (261, '20240261', 'shannapeever', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (262, '20240262', 'innesscusted', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (263, '20240263', 'tabbithascreas', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (264, '20240264', 'tessiegawne', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (265, '20240265', 'clarkelkins', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (266, '20240266', 'evaniaraith', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (267, '20240267', 'sumnerrobard', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (268, '20240268', 'harcourtteffrey', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (269, '20240269', 'hobardruperto', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (270, '20240270', 'eadithbridywater', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (271, '20240271', 'stormysilwood', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (272, '20240272', 'faniachelsom', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (273, '20240273', 'teirtzagotobed', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (274, '20240274', 'wallismcguiness', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (275, '20240275', 'phoebewilmut', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (276, '20240276', 'gabyautie', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (277, '20240277', 'tatumclausson', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (278, '20240278', 'caseparriss', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (279, '20240279', 'darbtompkinson', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (280, '20240280', 'alexinebuard', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (281, '20240281', 'melahealy', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (282, '20240282', 'chaddbrevetor', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (283, '20240283', 'darbypotter', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (284, '20240284', 'latrenacore', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (285, '20240285', 'francenebatten', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (286, '20240286', 'janelewer', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (287, '20240287', 'jarredbowhey', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (288, '20240288', 'melissastudders', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (289, '20240289', 'nickiedomoney', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (290, '20240290', 'frederickdietzler', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (291, '20240291', 'laceyeveling', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (292, '20240292', 'riordanbraffington', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (293, '20240293', 'carlvallintine', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (294, '20240294', 'elliotthedworth', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (295, '20240295', 'missyshanahan', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (296, '20240296', 'saudrabaudrey', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (297, '20240297', 'alliskilfether', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (298, '20240298', 'gregoriuscalken', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (299, '20240299', 'abagaildummigan', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (300, '20240300', 'adriennequeenborough', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (301, '20240301', 'marjyferrant', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (302, '20240302', 'hilariusgrissett', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (303, '20240303', 'cordycroom', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (304, '20240304', 'marinsilvester', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (305, '20240305', 'vallypenhaligon', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (306, '20240306', 'cadmaster', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (307, '20240307', 'juneflounders', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (308, '20240308', 'minorstenyng', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (309, '20240309', 'bjornrookwell', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (310, '20240310', 'jeaninecolthard', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (311, '20240311', 'merrilllambot', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (312, '20240312', 'gardnersimenel', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (313, '20240313', 'cordeyfitton', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (314, '20240314', 'andiesimonini', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (315, '20240315', 'pablocoucher', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (316, '20240316', 'erichmcfall', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (317, '20240317', 'bartonsammars', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (318, '20240318', 'sigfriedclere', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (319, '20240319', 'sheltonheaker', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (320, '20240320', 'abrampucknell', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (321, '20240321', 'cordeybandey', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (322, '20240322', 'audryealfonsini', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (323, '20240323', 'shawneegallienne', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (324, '20240324', 'andraborrowman', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (325, '20240325', 'sandershook', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (326, '20240326', 'venitagoodfellowe', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (327, '20240327', 'clevelandfrancis', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (328, '20240328', 'nielstroutbeck', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (329, '20240329', 'saschamunnion', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (330, '20240330', 'jennalecky', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (331, '20240331', 'xerxesladds', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (332, '20240332', 'rinadefraine', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (333, '20240333', 'rozellelarmouth', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (334, '20240334', 'graziagaylor', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (335, '20240335', 'killieburbridge', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (336, '20240336', 'binnyshanahan', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (337, '20240337', 'raffartyflahy', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (338, '20240338', 'coletcopp', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (339, '20240339', 'mitcheldunnaway', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (340, '20240340', 'heathlangtry', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (341, '20240341', 'clarabellezuppa', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (342, '20240342', 'chryslerbartrop', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (343, '20240343', 'lydonmccowan', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (344, '20240344', 'consuelapakenham', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (345, '20240345', 'hellifleming', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (346, '20240346', 'martacummins', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (347, '20240347', 'florywroth', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (348, '20240348', 'jehannamorratt', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (349, '20240349', 'mischadesousa', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (350, '20240350', 'ethelinesuggate', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (351, '20240351', 'bernelleohara', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (352, '20240352', 'blythetrytsman', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (353, '20240353', 'alvinrossin', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (354, '20240354', 'davechristian', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (355, '20240355', 'aldricflanner', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (356, '20240356', 'tressadrakard', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (357, '20240357', 'kristosdudhill', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (358, '20240358', 'wileytodarello', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (359, '20240359', 'frasquitomarciskewski', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (360, '20240360', 'gaereimer', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (361, '20240361', 'ellereyclemencet', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (362, '20240362', 'leesahnow', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (363, '20240363', 'oreliaburgh', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (364, '20240364', 'emiliookenden', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (365, '20240365', 'mattiasdavidofski', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (366, '20240366', 'hayeserb', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (367, '20240367', 'dulceahaugeh', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (368, '20240368', 'kristienpagin', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (369, '20240369', 'ahmadhassent', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (370, '20240370', 'ashlinbernucci', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (371, '20240371', 'albertdablin', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (372, '20240372', 'welbielinsey', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (373, '20240373', 'ogdenboatwright', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (374, '20240374', 'ilisejennemann', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (375, '20240375', 'emilieconstantine', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (376, '20240376', 'creightonhooban', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (377, '20240377', 'patricwelford', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (378, '20240378', 'casparstickland', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (379, '20240379', 'mauritsmccaskill', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (380, '20240380', 'roderichrilings', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (381, '20240381', 'gifferorrum', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (382, '20240382', 'ingramschimoni', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (383, '20240383', 'merwinscurrah', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (384, '20240384', 'alanhanhart', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (385, '20240385', 'christaspring', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (386, '20240386', 'allaynetiery', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (387, '20240387', 'kettyodonnelly', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (388, '20240388', 'gregorbumby', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (389, '20240389', 'latrenatwinbourne', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (390, '20240390', 'lilyfladgate', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (391, '20240391', 'altacouttes', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (392, '20240392', 'gwenolenichev', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (393, '20240393', 'demetrissneesby', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (394, '20240394', 'alimariet', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (395, '20240395', 'nicolaismcfeate', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (396, '20240396', 'oonaheinel', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (397, '20240397', 'margemembry', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (398, '20240398', 'kerrillszymon', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (399, '20240399', 'jehutesoe', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (400, '20240400', 'jillaneronca', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (401, '20240401', 'blinniedowzell', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (402, '20240402', 'langsdonluesley', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (403, '20240403', 'hodgesemaine', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (404, '20240404', 'sheliavolette', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (405, '20240405', 'bergetplampin', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (406, '20240406', 'corriestarmont', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (407, '20240407', 'lavinakenninghan', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (408, '20240408', 'roxinetruggian', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (409, '20240409', 'osmondvan geffen', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (410, '20240410', 'harveydilleston', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (411, '20240411', 'sladegiorgietto', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (412, '20240412', 'pincusupchurch', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (413, '20240413', 'cassandryhurle', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (414, '20240414', 'tereseblock', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (415, '20240415', 'augustusdossettor', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (416, '20240416', 'derronnovotni', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (417, '20240417', 'tedkeiling', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (418, '20240418', 'emaleebelton', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (419, '20240419', 'mariannehugh', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (420, '20240420', 'fultonlyffe', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (421, '20240421', 'analiesepaskin', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (422, '20240422', 'carnyivett', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (423, '20240423', 'arimusgrave', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (424, '20240424', 'johnettehinchshaw', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (425, '20240425', 'renadobyrom', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (426, '20240426', 'standfordcosgry', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (427, '20240427', 'paddyclendennen', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (428, '20240428', 'karolinacalam', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (429, '20240429', 'hinzeambrus', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (430, '20240430', 'natalyahess', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (431, '20240431', 'fidolecosta', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (432, '20240432', 'livvieroggeman', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (433, '20240433', 'akimbees', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (434, '20240434', 'gerrardthumim', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (435, '20240435', 'leonerdertelt', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (436, '20240436', 'arakolodziejski', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (437, '20240437', 'mycakrates', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (438, '20240438', 'maxiewhitlock', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (439, '20240439', 'zollycalloway', 'PATIENT');
